name,timestamp,indoor
wisard_2,1428991021000,27.085061819013273
wisard_2,1428991442000,27.025877697093016
wisard_2,1428991742000,27.024890000665977
wisard_2,1428991862000,26.927866896150054
wisard_2,1428992162000,26.927254068003904
wisard_2,1428993602000,26.82954747720468
wisard_2,1428993842000,26.73209944601669
wisard_2,1428993962000,26.79078804562077
wisard_2,1428994022000,26.634401443014244
wisard_2,1428995162000,26.57380072238247
wisard_2,1428995582000,26.35691421937779
wisard_2,1428995642000,26.23850370905815
wisard_2,1428995702000,26.200548031263388
wisard_2,1428996062000,26.20039482422685
wisard_3,1429070582000,27.88405208438314
wisard_3,1429070702000,27.90502155316411
wisard_3,1429070762000,27.7868290908657
wisard_3,1429071242000,27.845540408980746
wisard_3,1429071482000,27.845799300964533
wisard_3,1429072082000,27.845307406195335
wisard_3,1429072382000,27.845074403409928
wisard_3,1429072502000,27.845074403409928
wisard_3,1429072622000,27.74805135716635
wisard_3,1429072742000,27.688966360613186
wisard_3,1429072982000,27.6890699174067
wisard_3,1429073162000,27.651527693506402
wisard_3,1429073522000,27.592017231625917
wisard_3,1429074182000,27.6506733499599
wisard_3,1429074422000,27.59152533685672
wisard_3,1429074722000,27.650362679579352
wisard_3,1429074782000,27.553742933014696
wisard_3,1429074842000,27.49414355685704
wisard_3,1429074962000,27.494014110865148
wisard_3,1429075022000,27.434951539236557
wisard_3,1429075142000,27.553302816642258
wisard_3,1429075262000,27.4941953352538
wisard_3,1429075502000,27.493832886476493
wisard_3,1429075562000,27.434718536451147
wisard_3,1429075742000,27.493729329682978
wisard_3,1429075802000,27.434485533665736
wisard_3,1429075862000,27.396743338997513
wisard_3,1429076162000,27.395888995451013
wisard_3,1429076402000,27.3961478874348
wisard_3,1429076702000,27.39638089022021
wisard_3,1429076822000,27.395785438657498
wisard_3,1429077062000,27.396018441442905
wisard_3,1429077362000,27.395837217054254
wisard_3,1429077722000,27.336711606536166
wisard_3,1429077902000,27.395604214268843
wisard_3,1429078082000,27.336711606536166
wisard_3,1429078202000,27.395837217054254
wisard_3,1429078322000,27.18070746797305
wisard_3,1429078562000,27.298056098476554
wisard_3,1429078682000,27.298056098476554
wisard_3,1429078862000,27.297564203707356
wisard_3,1429078922000,27.238504991668062
wisard_3,1429079162000,27.142454594722533
wisard_3,1429079282000,27.142143924341987
wisard_3,1429079642000,27.083299549632144
wisard_3,1429079822000,27.083118325243493
wisard_3,1429080002000,27.142454594722533
wisard_3,1429080242000,27.142221591937123
wisard_3,1429080362000,27.14227337033388
wisard_3,1429080482000,27.083739666004586
wisard_3,1429080542000,27.024396505598016
wisard_3,1429080842000,27.141962699953332
wisard_3,1429081082000,27.0824969844824
wisard_3,1429081382000,27.14178147556468
wisard_3,1429081502000,27.198962053898576
wisard_3,1429081682000,26.958455061100576
wisard_3,1429081742000,26.898849572758014
wisard_3,1429082102000,26.85688448505516
wisard_3,1429082222000,26.796778383007478
wisard_3,1429082402000,26.698807626294617
wisard_3,1429082762000,26.69721026275464
wisard_3,1429083362000,26.63653449260294
wisard_3,1429083542000,26.576530104639136
wisard_3,1429083662000,26.479201602486096
wisard_3,1429083842000,26.537997945601344
wisard_3,1429083962000,26.537816721212693
wisard_3,1429084022000,26.478471527091813
wisard_3,1429084202000,26.380935448453442
wisard_3,1429084322000,26.380997582529552
wisard_3,1429084562000,26.439191696975954
wisard_3,1429084922000,26.379343262753142
wisard_3,1429085102000,26.378973047216327
wisard_3,1429085522000,26.31878371328506
wisard_3,1429085582000,26.259540169453544
wisard_3,1429085702000,26.221841604497715
wisard_3,1429085942000,26.1622190687392
wisard_3,1429086062000,26.124264708978018
wisard_3,1429086542000,26.06395767969746
wisard_3,1429086602000,26.004617137449934
wisard_3,1429086662000,25.945577726442465
wisard_3,1429086842000,25.945344723657055
wisard_3,1429086902000,25.88605500056133
wisard_3,1429087082000,25.94461464826277
wisard_3,1429087202000,25.847344806868445
wisard_3,1429087262000,25.728857276882135
wisard_3,1429087502000,25.787927182186895
wisard_3,1429087562000,25.728378326712125
wisard_3,1429087622000,25.63143460652717
wisard_3,1429087742000,25.63119901482192
wisard_3,1429088162000,25.689731484135304
wisard_3,1429088522000,25.63060097433937
wisard_3,1429088582000,25.57090169722293
wisard_3,1429088642000,25.473619751088364
wisard_3,1429088822000,25.473435937779875
wisard_3,1429088882000,25.414028920267473
wisard_3,1429089002000,25.375954028183752
wisard_3,1429089242000,25.375954028183752
wisard_3,1429089422000,25.375954028183752
wisard_3,1429089542000,25.375583812646934
wisard_3,1429089662000,25.375954028183752
wisard_3,1429090022000,25.31610321612107
wisard_3,1429090322000,25.21914253777385
wisard_3,1429090442000,25.21883445631314
wisard_3,1429090562000,25.180928752676788
wisard_3,1429090982000,25.180936519436305
wisard_3,1429091042000,25.121621996046848
wisard_3,1429091522000,25.061950966951084
wisard_3,1429091762000,24.96433801763539
wisard_3,1429091822000,24.904933279951408
wisard_3,1429092122000,24.926420956525188
wisard_3,1429092362000,24.867322411644246
wisard_3,1429092482000,24.867138598335757
wisard_3,1429092602000,24.807844045647354
wisard_3,1429093022000,24.86787902940939
wisard_3,1429093142000,24.867387134640193
wisard_3,1429093442000,24.829454969521645
wisard_3,1429093502000,24.672719483334188
wisard_3,1429093982000,24.731600264150654
