name,timestamp,indoor,outdoor
wisard_2,1428991021000,27.16849474082138,1.993
wisard_2,1428991442000,27.109183807440743,1.553
wisard_2,1428991742000,27.109183807440743,1.25
wisard_2,1428991862000,27.01199383774274,1.204
wisard_2,1428992162000,27.01199383774274,1.016
wisard_2,1428993602000,26.91478530498403,0.766
wisard_2,1428993842000,26.817558194723585,0.601
wisard_2,1428993962000,26.876903123260064,0.459
wisard_2,1428994022000,26.72031249246078,0.365
wisard_2,1428995162000,26.660949283055547,-0.074
wisard_2,1428995582000,26.444903640106308,-0.548
wisard_2,1428995642000,26.326105881861395,-0.548
wisard_2,1428995702000,26.2881797824799,-0.595
wisard_2,1428996062000,26.2881797824799,-0.642
wisard_3,1429070582000,27.927539567797854,11.13
wisard_3,1429070702000,27.94895281172651,10.98
wisard_3,1429070762000,27.830505477170682,10.96
wisard_3,1429071242000,27.889732578280032,10.82
wisard_3,1429071482000,27.889732578280032,10.92
wisard_3,1429072082000,27.889732578280032,10.73
wisard_3,1429072382000,27.889732578280032,10.64
wisard_3,1429072502000,27.889732578280032,10.64
wisard_3,1429072622000,27.792691302738522,10.55
wisard_3,1429072742000,27.733452942820204,10.55
wisard_3,1429072982000,27.733452942820204,10.59
wisard_3,1429073162000,27.6956315780497,10.66
wisard_3,1429073522000,27.636381950807923,10.5
wisard_3,1429074182000,27.6956315780497,10.33
wisard_3,1429074422000,27.636381950807923,10.31
wisard_3,1429074722000,27.6956315780497,10.21
wisard_3,1429074782000,27.598553390251798,10.29
wisard_3,1429074842000,27.53929248713565,10.1
wisard_3,1429074962000,27.53929248713565,10.05
wisard_3,1429075022000,27.480024697554107,10.07
wisard_3,1429075142000,27.598553390251798,10.12
wisard_3,1429075262000,27.53929248713565,10.12
wisard_3,1429075502000,27.53929248713565,9.98
wisard_3,1429075562000,27.480024697554107,9.98
wisard_3,1429075742000,27.53929248713565,9.94
wisard_3,1429075802000,27.480024697554107,9.89
wisard_3,1429075862000,27.442184537745486,9.89
wisard_3,1429076162000,27.442184537745486,9.56
wisard_3,1429076402000,27.442184537745486,9.66
wisard_3,1429076702000,27.442184537745486,9.75
wisard_3,1429076822000,27.442184537745486,9.52
wisard_3,1429077062000,27.442184537745486,9.61
wisard_3,1429077362000,27.442184537745486,9.54
wisard_3,1429077722000,27.38290545844302,9.54
wisard_3,1429077902000,27.442184537745486,9.45
wisard_3,1429078082000,27.38290545844302,9.54
wisard_3,1429078202000,27.442184537745486,9.54
wisard_3,1429078322000,27.226470432940662,9.55
wisard_3,1429078562000,27.345058088519863,9.19
wisard_3,1429078682000,27.345058088519863,9.19
wisard_3,1429078862000,27.345058088519863,9.0
wisard_3,1429078922000,27.28576771085049,9.03
wisard_3,1429079162000,27.188611440562934,9.36
wisard_3,1429079282000,27.188611440562934,9.24
wisard_3,1429079642000,27.129302850286624,9.36
wisard_3,1429079822000,27.129302850286624,9.29
wisard_3,1429080002000,27.188611440562934,9.36
wisard_3,1429080242000,27.188611440562934,9.27
wisard_3,1429080362000,27.188611440562934,9.29
wisard_3,1429080482000,27.129302850286624,9.53
wisard_3,1429080542000,27.069987351196417,9.46
wisard_3,1429080842000,27.188611440562934,9.17
wisard_3,1429081082000,27.129302850286624,9.05
wisard_3,1429081382000,27.188611440562934,9.1
wisard_3,1429081502000,27.24791312528161,8.34
wisard_3,1429081682000,27.010664940027777,6.844
wisard_3,1429081742000,26.951335613507908,6.678
wisard_3,1429082102000,26.913456153377297,5.062
wisard_3,1429082222000,26.854115489650546,4.707
wisard_3,1429082402000,26.756876779249712,4.327
wisard_3,1429082762000,26.756876779249712,3.71
wisard_3,1429083362000,26.69751784003063,3.142
wisard_3,1429083542000,26.638151968053563,2.836
wisard_3,1429083662000,26.540871930382362,2.72
wisard_3,1429083842000,26.60024916817971,2.555
wisard_3,1429083962000,26.60024916817971,2.485
wisard_3,1429084022000,26.540871930382362,2.438
wisard_3,1429084202000,26.443573259133153,2.249
wisard_3,1429084322000,26.443573259133153,2.273
wisard_3,1429084562000,26.502961871711634,1.871
wisard_3,1429084922000,26.443573259133153,1.634
wisard_3,1429085102000,26.443573259133153,1.491
wisard_3,1429085522000,26.384177699519988,1.125
wisard_3,1429085582000,26.324775189512216,1.127
wisard_3,1429085702000,26.286848990675953,1.177
wisard_3,1429085942000,26.227435085857913,1.037
wisard_3,1429086062000,26.189501609680274,0.991
wisard_3,1429086542000,26.130076300974288,0.591
wisard_3,1429086602000,26.070644027410832,0.567
wisard_3,1429086662000,26.011204785586457,0.662
wisard_3,1429086842000,26.011204785586457,0.572
wisard_3,1429086902000,25.951758572089485,0.573
wisard_3,1429087082000,26.011204785586457,0.29
wisard_3,1429087202000,25.91380446179403,0.243
wisard_3,1429087262000,25.794882194518745,0.292
wisard_3,1429087502000,25.854346818513143,0.199
wisard_3,1429087562000,25.794882194518745,0.107
wisard_3,1429087622000,25.697440257585622,0.202
wisard_3,1429087742000,25.697440257585622,0.111
wisard_3,1429088162000,25.756916326223536,-0.194
wisard_3,1429088522000,25.697440257585622,-0.12
wisard_3,1429088582000,25.63795719913596,-0.263
wisard_3,1429088642000,25.540485039469704,-0.287
wisard_3,1429088822000,25.540485039469704,-0.358
wisard_3,1429088882000,25.48098352245579,-0.381
wisard_3,1429089002000,25.442994092090657,-0.452
wisard_3,1429089242000,25.442994092090657,-0.452
wisard_3,1429089422000,25.442994092090657,-0.452
wisard_3,1429089542000,25.442994092090657,-0.595
wisard_3,1429089662000,25.442994092090657,-0.452
wisard_3,1429090022000,25.38348110043246,-0.642
wisard_3,1429090322000,25.285959865966003,-0.523
wisard_3,1429090442000,25.285959865966003,-0.642
wisard_3,1429090562000,25.24795577277888,-0.642
wisard_3,1429090982000,25.24795577277888,-0.639
wisard_3,1429091042000,25.188419803622022,-0.613
wisard_3,1429091522000,25.128876814763526,-0.722
wisard_3,1429091762000,25.03130640032783,-0.836
wisard_3,1429091822000,24.97174487370616,-0.835
wisard_3,1429092122000,24.993283133267717,-0.833
wisard_3,1429092362000,24.933717117446367,-0.712
wisard_3,1429092482000,24.933717117446367,-0.783
wisard_3,1429092602000,24.874144066753004,-0.735
wisard_3,1429093022000,24.933717117446367,-0.497
wisard_3,1429093142000,24.933717117446367,-0.687
wisard_3,1429093442000,24.895686494092573,-0.687
wisard_3,1429093502000,24.73848188369454,-0.663
wisard_3,1429093982000,24.798070964710277,-0.877
wisard_3,1429094402000,24.73848188369454,-0.924
wisard_3,1429094702000,24.798070964710277,-0.924
wisard_3,1429094822000,24.85765300271662,-1.115
wisard_3,1429094882000,24.73848188369454,-1.067
wisard_3,1429094942000,24.70043652939051,-1.091
wisard_3,1429095182000,24.70043652939051,-1.115
wisard_3,1429095362000,24.640835901350524,-1.138
wisard_3,1429095722000,24.54317098761348,-1.257
wisard_3,1429095902000,24.60278317234387,-1.234
wisard_3,1429095962000,24.54317098761348,-1.234
